Id,Name,Identity,Alignment,Eyes,Hair,Sex,Alive,Appearances,First_appeared,Planet,Universe
12684,Headmaster,Non-dual,Bad,Blue,Blond,Male,Yes,1,"2006, October",New Earth,DC
12685,Cybelle,Secret,Bad,Photocellular,Red,Female,No,3,"1986, November",Earth-616,Marvel
12686,Michael Clemson,Non-dual,Neutral,Orange,Black,Male,Yes,2,"1987, January",Earth-616,Marvel
12687,Herbert Wyndham,Secret,Neutral,Brown,Brown,Male,Yes,179,"1966, November",Earth-616,Marvel
12688,Courtney Ross,Non-dual,Good,Blue,Blond,Female,No,36,"1976, October",Earth-616,Marvel
12689,Fear,Secret,Bad,Red,Black,Female,Yes,4,"2000, February",New Earth,DC
12690,Lily Lucca,Public,Neutral,Blue,Brown,Female,Yes,11,"2006, November",Earth-616,Marvel
12691,Gulliver Jones,Secret,Good,Brown,Brown,Male,Yes,5,"1993, November",Earth-616,Marvel
12692,Raoul Hernandez,Secret,Good,Red,Black,Male,Yes,12,"1980, October",Earth-616,Marvel
12693,Giganto,Non-dual,Bad,Red,No,Male,Yes,12,"1961, November",Earth-616,Marvel
12694,Ghost Rider,Secret,Bad,Red,No,Male,Yes,2,"2009, May",Earth-616,Marvel
12695,Cilissa,Secret,Bad,Brown,Brown,Female,Yes,1,"2006, January",New Earth,DC
12696,Lifeforce,Secret,Bad,Green,Blond,Female,No,11,"1994, November",Earth-616,Marvel
12697,Figment,Secret,Bad,Blue,Black,Male,Yes,2,"2011, July",New Earth,DC
12698,Walter Trigger,Public,Good,Blue,Orange,Male,Yes,11,"1951, May",New Earth,DC
12699,Bert Gilmore,Non-dual,Good,Green,Grey,Male,Yes,2,"1998, September",Earth-616,Marvel
12700,Temugin,Non-dual,Bad,Brown,Black,Male,Yes,20,"2002, June",Earth-616,Marvel
12701,Serafina Montoya,Secret,Good,Brown,Blond,Female,Yes,1,"2004, February",Earth-616,Marvel
12702,Nnamdi,Public,Good,Red,Black,Male,Yes,4,"2003, March",New Earth,DC
12703,John Henry Martin,Public,Bad,Brown,Brown,Male,Yes,5,"1989, August",New Earth,DC
12704,Praetor,Public,Good,Brown,No,Female,Yes,3,"2005, September",New Earth,DC
12705,Toru Tarakoto,Secret,Bad,Brown,Black,Male,No,4,"1970, October",Earth-616,Marvel
12706,Pauline Stratton,Public,Neutral,Blue,Blond,Female,Yes,5,"1990, May",Earth-616,Marvel
12707,Theodore Kord,Secret,Bad,Blue,Brown,Male,No,429,"1986, February",New Earth,DC
12708,Edward Fyers,Public,Good,Blue,Brown,Male,Yes,64,"1987, October",New Earth,DC
12709,Repo,Secret,Bad,Pink,Black,Male,Yes,5,"1992, July",New Earth,DC
12710,Mitch Carson,Secret,Good,Brown,White,Male,Yes,12,"2006, August",Earth-616,Marvel
12711,Asano Nitobe,Public,Good,Green,Black,Male,Yes,10,"1974, March",New Earth,DC
12712,Sacker,Secret,Bad,Blue,White,Male,Yes,6,"1998, April",New Earth,DC
12713,Connie Ferrari,Public,Good,Brown,Black,Female,Yes,8,"1999, August",Earth-616,Marvel
12714,Gyre,Non-dual,Bad,Blue,Black,Unknown,Yes,3,"2010, January",Earth-616,Marvel
12715,Uglitha,Public,Bad,Blue,Blond,Female,Yes,4,"1986, May",Earth-616,Marvel
12716,Mandarin,Public,Bad,Blue,Bald,Unknown,No,3,"1997, March",Earth-616,Marvel
12717,Jared Corbo,Secret,Good,Brown,Brown,Male,Yes,31,"1997, July",Earth-616,Marvel
12718,Judson Caspian,Secret,Neutral,Blue,Black,Male,No,8,"1987, June",New Earth,DC
12719,Catalyst,Secret,Bad,Blue,Bald,Male,Yes,4,"1996, December",Earth-616,Marvel
12720,Pietro Maximoff,Public,Good,Blue,Silver,Male,Yes,740,"1964, March",Earth-616,Marvel
12721,Jane Hastings,Secret,Good,Blue,Black,Female,Yes,19,"1954, September",Earth-616,Marvel
12722,Virgil Hawkins,Secret,Good,Brown,Black,Male,Yes,94,"1993, June",Unknown,DC
12723,Cullen Bloodstone,Non-dual,Neutral,Green,Blond,Male,Yes,23,"2013, February",Earth-616,Marvel
12724,Prince Itor,Public,Bad,Black,Bald,Male,No,1,"1941, July",Earth-616,Marvel
12725,Renee Majcomb,Public,Good,Brown,Blond,Female,Yes,11,"1993, November",Earth-616,Marvel
12726,Crom,Secret,Neutral,Brown,Red,Unknown,Yes,1,"1981, December",Earth-616,Marvel
12727,Charles Brown,Secret,Bad,Brown,Brown,Male,No,12,"1960, August",New Earth,DC
12728,Carl Blake,Secret,Bad,Brown,Black,Male,Yes,3,"1993, September",Earth-616,Marvel
12729,Malon Estella Reeves,Secret,Bad,Brown,Brown,Female,No,6,"2001, October",Earth-616,Marvel
12730,Alton Vibereaux,Public,Bad,Blue,Black,Male,Yes,18,"1984, September",Earth-616,Marvel
12731,Jonathan Farmer,Public,Bad,Blue,Black,Male,Yes,2,"1993, April",Earth-616,Marvel
12732,Ivan Carmichael,Public,Good,Brown,Black,Male,Yes,3,"1975, May",Earth-616,Marvel
12733,Ulla Paske,Secret,Good,Red,Blond,Female,Yes,9,"1982, June",New Earth,DC
12734,Geometer,Secret,Bad,Green,No,Male,Yes,6,"1993, October",Earth-616,Marvel
12735,Zarathos,Secret,Neutral,Blue,No,Male,Yes,40,"1972, August",Earth-616,Marvel
12736,Oriole,Secret,Bad,White,Orange,Male,No,3,"1993, November",Earth-616,Marvel
12737,Ikthalon,Secret,Bad,Green,No,Male,Yes,4,"1974, March",Earth-616,Marvel
12738,Bianca Reyes,Public,Good,Brown,Black,Female,Yes,29,"2006, May",New Earth,DC
12739,Jay Leno,Public,Good,Brown,Grey,Male,Yes,6,"1990, May",Earth-616,Marvel
12740,Guinness,Secret,Good,Black,Brown,Male,Yes,1,"2000, January",Earth-616,Marvel
12741,Jules Carter,Public,Bad,Black,Brown,Unknown,Yes,2,"1972, September",Earth-616,Marvel
12742,Doctor Foster,Public,Neutral,Brown,Black,Male,No,4,"2006, January",Earth-616,Marvel
12743,Ringlet,Public,Bad,Brown,Black,Female,Yes,3,"1999, May",Earth-616,Marvel
12744,Mali,Secret,Bad,Brown,Black,Female,Yes,2,"1993, September",Earth-616,Marvel
12745,Gunhawk,Secret,Neutral,Brown,Brown,Male,No,11,"1970, August",Earth-616,Marvel
12746,Ferdinand,Public,Good,Blue,Black,Male,Yes,20,"2003, October",New Earth,DC
12747,Lucas Collier,Public,Good,Yellow,Brown,Male,No,4,"2008, April",Earth-616,Marvel
12748,Lan,Public,Good,Brown,Blond,Male,Yes,8,"2000, October",Earth-616,Marvel
12749,Broker,Secret,Bad,Blue,Brown,Male,No,3,"1995, September",Earth-616,Marvel
12750,Ulysses Sojourner,Non-dual,Bad,White,Black,Male,Yes,1,"1999, January",Earth-616,Marvel
12751,Skinner,Non-dual,Neutral,Blue,Brown,Male,Yes,3,"2010, November",Earth-616,Marvel
12752,Werner Schmidt,Secret,Bad,Red,No,Male,No,18,"1975, October",Earth-616,Marvel
12753,Michael Bingham,Secret,Bad,Blue,Brown,Male,Yes,2,"1992, October",Earth-616,Marvel
12754,Piotr Rasputin,Secret,Bad,Yellow,Black,Male,Yes,3,"1992, June",Earth-616,Marvel
12755,Miriam Sharpe,Public,Neutral,Green,Brown,Female,Yes,15,"2006, July",Earth-616,Marvel
12756,Otto,Public,Bad,Black,Brown,Male,No,1,"2010, March",Earth-616,Marvel
12757,Mrs. Macik,Public,Good,Brown,Brown,Female,Yes,2,"2011, August",Earth-616,Marvel
12758,Ellen Frazier,Public,Good,Green,Red,Female,Yes,83,"1965, September",New Earth,DC
12759,Maxwell Veezey,Secret,Bad,Black,Brown,Male,Yes,5,"1996, January",New Earth,DC
12760,Empress Daydra,Public,Bad,Grey,Black,Female,Yes,1,"1969, February",Earth-616,Marvel
12761,Luminor,Secret,Bad,Blue,White,Male,Yes,11,"1994, March",Earth-616,Marvel
12762,Nathaniel Tryon,Secret,Bad,Blue,Black,Male,No,25,"1981, November",New Earth,DC
12763,Paul Christian,Public,Bad,Brown,Brown,Male,Yes,4,"1995, September",New Earth,DC
12764,Garrison Klum,Secret,Bad,Black,Brown,Male,Yes,10,"2002, August",Earth-616,Marvel
12765,Jess Bright,Public,Bad,Blue,Brown,Male,Yes,12,"1959, September",New Earth,DC
12766,Gallery,Public,Bad,Blue,Red,Male,Yes,1,"1947, March",Earth-616,Marvel
12767,Tim Stuart,Secret,Bad,Brown,Brown,Male,Yes,10,"1974, December",Earth-616,Marvel
12768,MacAlistaire,Public,Bad,Blue,Red,Male,Yes,5,"1994, January",New Earth,DC
12769,Remus,Secret,Good,Red,Red,Female,Yes,4,"2012, September",Earth-616,Marvel
12770,Devil Dinosaur,Secret,Bad,Green,No,Male,Yes,1,"2009, January",Earth-616,Marvel
12771,Cokie Walters,Public,Good,Blue,Brown,Female,Yes,3,"1993, December",New Earth,DC
12772,Doctor Mefis,Public,Bad,Brown,Brown,Male,Yes,1,"1942, June",Earth-616,Marvel
12773,Arlo Summers,Public,Neutral,Yellow,No,Male,Yes,1,"2002, August",Earth-616,Marvel
12774,Jimmy Mulligan,Public,Good,Black,Brown,Male,Yes,1,"1995, September",Earth-616,Marvel
12775,Laurie Collins,Secret,Good,Blue,Blond,Female,No,45,"2003, August",Earth-616,Marvel
12776,Vengeance,Secret,Bad,Brown,Brown,Male,Yes,15,"2008, May",Earth-616,Marvel
12777,Cunningham,Secret,Bad,Brown,Black,Male,No,2,"2007, March",New Earth,DC
12778,Stinger,Secret,Bad,Black,Bald,Male,No,1,"1991, October",Earth-616,Marvel
12779,Ultima Wordman,Public,Bad,Blue,Blond,Female,Yes,6,"1980, October",Earth-616,Marvel
12780,X.E.R.O.,Secret,Bad,White,White,Unknown,Yes,1,"1999, October",Earth-616,Marvel
12781,Cecil Wilson,Public,Good,Green,Red,Male,Yes,104,"1956, May",New Earth,DC
12782,Johnny Sorrow,Secret,Bad,Brown,Bald,Male,No,17,"1999, December",New Earth,DC
12783,Patrick Trettel,Secret,Bad,Red,Grey,Male,Yes,1,"2005, January",Earth-616,Marvel
12784,Dargil,Secret,Bad,White,No,Male,Yes,3,"1998, September",Earth-616,Marvel
12785,Michael Phillips,Public,Neutral,Black,Blond,Male,Yes,9,"1988, April",Earth-616,Marvel
12786,Bad Blood,Secret,Bad,Brown,Grey,Male,No,3,"1994, June",New Earth,DC
12787,Chief Justice,Secret,Bad,Blue,Black,Male,Yes,5,"2006, November",New Earth,DC
12788,Carbon,Public,Bad,Green,No,Unknown,Yes,2,"1979, October",Earth-616,Marvel
12789,Phineas T. Coroner,Public,Bad,Green,Black,Male,Yes,2,"1974, October",Earth-616,Marvel
12790,Josef Stalin,Public,Bad,Blue,Black,Male,Yes,2,"1943, December",Earth-616,Marvel
12791,Jianjun,Secret,Good,Red,Blond,Male,Yes,1,"2009, May",Earth-616,Marvel
12792,Andrew Bennett,Secret,Good,Red,Black,Male,Yes,51,"1981, March",New Earth,DC
12793,Ali Al-Zubaidi,Secret,Bad,Blue,Brown,Male,No,2,"2003, October",Earth-616,Marvel
12794,Susan Rice,Public,Neutral,Black,Blond,Female,Yes,5,"2013, April",Earth-616,Marvel
12795,Kretch,Public,Bad,Brown,Black,Male,Yes,9,"2007, August",New Earth,DC
12796,Wormhole,Public,Bad,Blue,Brown,Male,No,2,"2004, August",New Earth,DC
12797,Christine Everhart,Public,Bad,Red,Blond,Female,Yes,4,"2004, February",Earth-616,Marvel
12798,James Harper,Public,Good,Blue,Brown,Male,No,94,"1942, April",New Earth,DC
12799,Gregori Kronski,Secret,Neutral,White,Brown,Male,No,9,"1974, June",Earth-616,Marvel
12800,Glytra,Public,Good,Red,No,Female,Yes,2,"1982, March",Earth-616,Marvel
12801,Mogul of the Mystic Mountain,Secret,Bad,Hazel,Black,Male,Yes,11,"1967, February",Earth-616,Marvel
12802,Max Hammer,Public,Bad,Blue,White,Male,Yes,4,"1984, April",Earth-616,Marvel
12803,Cassandra Sharp,Public,Bad,Green,Blond,Female,No,7,"1987, February",New Earth,DC
12804,Stansky,Non-dual,Good,Brown,Brown,Male,Yes,1,"1964, May",Earth-616,Marvel
12805,Flex II,Secret,Bad,Brown,Black,Male,Yes,2,"1998, February",New Earth,DC
12806,Dan Sekowsky,Secret,Bad,Green,Brown,Male,Yes,1,"1944, March",Earth-616,Marvel
12807,Civit,Public,Bad,Brown,Grey,Male,Yes,1,"1988, November",Earth-616,Marvel
12808,Marie Saloppe,Secret,Good,Brown,Red,Female,Yes,2,"1989, January",New Earth,DC
12809,Louis St. Croix,Public,Good,Black,Grey,Male,Yes,2,"1993, October",Earth-616,Marvel
12810,Doctor Tannenbaum,Secret,Bad,Blue,Black,Male,Yes,4,"2005, August",Earth-616,Marvel
12811,Raphael Zoran,Secret,Bad,Blue,Brown,Male,Yes,4,"1975, December",Earth-616,Marvel
12812,Leif,Non-dual,Good,Variable,Blond,Male,Yes,2,"1985, February",Earth-616,Marvel
12813,Tu-Ra-Bi-Ka,Secret,Bad,Green,Black,Male,No,1,"1943, September",Earth-616,Marvel
12814,Lexos,Public,Bad,White,Brown,Male,Yes,1,"1995, June",Earth-616,Marvel
12815,Albert Rothstein,Secret,Good,Blue,No,Male,Yes,245,"1983, September",New Earth,DC
12816,Frank Bigelow,Public,Neutral,Blue,Black,Male,Yes,4,"1993, June",Earth-616,Marvel
12817,Cythonna,Public,Bad,White,White,Female,Yes,1,1999,New Earth,DC
12818,Tornaga,Public,Good,Blue,White,Male,Yes,1,"1980, June",Earth-616,Marvel
12819,Slagg,Public,Bad,Black,Black,Male,Yes,2,"1966, January",Earth-616,Marvel
12820,Ned Hardy,Public,Good,Green,Brown,Male,No,1,"2006, June",Earth-616,Marvel
12821,Aladi Ko Eke,Secret,Neutral,Blue,Brown,Female,Yes,11,"2010, May",Earth-616,Marvel
12822,Mageth,Secret,Good,Brown,Brown,Female,Yes,4,"2010, October",Earth-616,Marvel
12823,Edith Sawyer,Secret,Good,Green,Red,Female,No,27,"2001, July",Earth-616,Marvel
12824,Ariana Dzerchenko,Public,Good,Blue,Black,Female,Yes,41,"1992, December",New Earth,DC
12825,Twit,Secret,Bad,Blue,Brown,Unknown,Yes,1,"1991, August",Earth-616,Marvel
12826,Lee St. Lawrence,Secret,Good,Green,Blond,Female,Yes,2,"1998, June",New Earth,DC
12827,Philip Grant,Public,Bad,Blue,Black,Male,Yes,8,"1993, December",Earth-616,Marvel
12828,Charles Xavier,Secret,Bad,Black,Bald,Male,Yes,17,"2013, January",Earth-616,Marvel
12829,Krona,Public,Bad,Green,White,Male,No,66,"1965, October",New Earth,DC
12830,Jack Harrison,Secret,Good,Blue,Brown,Male,Yes,33,"1994, December",Earth-616,Marvel
12831,Father Eisner,Public,Good,Green,Red,Male,No,1,"1980, April",Earth-616,Marvel
12832,Gail Paris,Public,Good,Green,Black,Female,Yes,2,"1974, August",Earth-616,Marvel
12833,Crazy Legs,Secret,Bad,Blue,Brown,Male,Yes,4,"1987, August",Earth-616,Marvel
12834,Georgia Sivana,Public,Bad,Brown,Brown,Female,Yes,2,"2006, November",New Earth,DC
12835,Cataphrax,Secret,Bad,Red,No,Male,Yes,5,"1985, October",Earth-616,Marvel
12836,Maria Verdugo,Secret,Good,Blue,Red,Female,Yes,25,"1988, May",New Earth,DC
12837,Rikuto,Public,Good,Black,Black,Male,No,1,"2004, December",Earth-616,Marvel
12838,Maurice Grauline,Public,Bad,Blue,Brown,Male,Yes,1,"1994, February",Earth-616,Marvel
12839,Triton,Non-dual,Good,Green,No,Male,Yes,240,"1965, December",Earth-616,Marvel
12840,Marla Bloom,Public,Good,Blue,Black,Female,No,32,"1984, June",New Earth,DC
12841,Kill-O-Byte,Secret,Bad,Pink,Brown,Male,Yes,1,"1994, March",Earth-616,Marvel
12842,Robert Takahama,Secret,Neutral,Brown,Black,Male,No,2,"1997, July",Earth-616,Marvel
12843,Silhouette Chord,Secret,Good,Brown,Black,Female,Yes,95,"1990, August",Earth-616,Marvel
12844,Gauntlet,Secret,Neutral,Blue,Brown,Male,Yes,24,"1991, April",Earth-616,Marvel
12845,Franz Anton,Non-dual,Bad,Red,White,Male,Yes,2,"1966, July",Earth-616,Marvel
12846,Sapphire Stagg,Secret,Neutral,Blue,Blond,Female,Yes,104,"1965, January",New Earth,DC
12847,Qwsp,Secret,Good,Red,Green,Male,Yes,16,"1962, February",New Earth,DC
12848,Donovan Zane,Public,Bad,Brown,Brown,Male,Yes,5,"1997, August",Earth-616,Marvel
12849,Harold,Secret,Bad,Blue,Black,Male,Yes,1,"1987, November",Earth-616,Marvel
12850,Ismalda,Public,Bad,Brown,Brown,Female,Yes,1,"1992, September",Earth-616,Marvel
12851,Henry Allen,Secret,Bad,Brown,Blond,Male,Yes,6,"2009, June",New Earth,DC
12852,Blanca del Hierro,Non-dual,Neutral,Brown,Black,Female,Yes,2,"2000, December",Earth-616,Marvel
12853,Kurt Stack,Secret,Bad,Green,Red,Male,Yes,3,"1993, November",New Earth,DC
12854,Ultra-Adaptoid,Secret,Bad,Green,Brown,Unknown,Yes,4,"2007, October",Earth-616,Marvel
12855,Phoenix Force,Secret,Neutral,Red,No,Unknown,No,229,"1976, October",Earth-616,Marvel
12856,Dharr,Secret,Bad,Blue,Black,Male,Yes,1,"2008, December",Earth-616,Marvel
12857,Jack Wayne,Non-dual,Bad,Brown,Black,Male,Yes,7,"1985, May",Earth-616,Marvel
12858,Guy Dax,Secret,Bad,Green,Brown,Male,Yes,7,"2008, June",New Earth,DC
12859,Glomulus,Public,Bad,Black,Blond,Male,Yes,27,"2009, April",New Earth,DC
12860,Jack of Spades IV,Public,Bad,Brown,Black,Male,Yes,10,"1992, April",New Earth,DC
12861,Matthew Harsh,Secret,Bad,White,Black,Male,Yes,1,"1993, June",Earth-616,Marvel
12862,Killobyte,Secret,Bad,Red,Brown,Male,No,2,"1994, March",Earth-616,Marvel
12863,Rick Sheridan,Non-dual,Good,Brown,Brown,Male,Yes,48,"1991, June",Earth-616,Marvel
12864,Eliot Franklin,Public,Bad,Brown,Brown,Male,Yes,55,"1962, September",Earth-616,Marvel
12865,Sayge,Secret,Neutral,Brown,Bald,Unknown,Yes,16,"1967, March",Earth-616,Marvel
12866,Seginn Gallio,Secret,Neutral,White,White,Male,No,11,"1987, October",Earth-616,Marvel
12867,Bragi,Public,Good,Brown,Brown,Male,Yes,2,"1984, March",Earth-616,Marvel
12868,Boss Morgan,Non-dual,Bad,Black,Black,Male,No,21,"1972, August",Earth-616,Marvel
12869,Wilde Norton,Secret,Bad,Blue,Brown,Male,Yes,3,"1995, April",New Earth,DC
12870,Anaea,Secret,Bad,Brown,Black,Female,Yes,1,"2007, September",New Earth,DC
12871,Ivan,Secret,Bad,Black,Black,Male,No,3,"1974, May",Earth-616,Marvel
12872,Thomas Hanson,Public,Neutral,Grey,Black,Male,No,2,"1985, December",Earth-616,Marvel
12873,Explosa,Secret,Bad,Brown,Blond,Female,No,1,"2001, August",Earth-616,Marvel
12874,Linda Olsen Ridge,Public,Good,Blue,Red,Female,No,24,"1972, November",New Earth,DC
12875,Nemesis,Public,Bad,Green,Black,Female,Yes,4,"2011, July",New Earth,DC
12876,Pig,Secret,Bad,Blue,No,Male,Yes,1,"1999, July",Earth-616,Marvel
12877,Think Tank,Secret,Good,Brown,Blond,Male,Yes,4,"2008, June",Earth-616,Marvel
12878,Milkman,Secret,Good,Brown,Brown,Male,Yes,4,"2010, December",New Earth,DC
12879,Leon Stort,Secret,Bad,Blue,Black,Male,Yes,1,"1990, September",Earth-616,Marvel
12880,Ahriman,Public,Bad,Brown,Black,Male,Yes,6,"1980, February",New Earth,DC
12881,Gustavo Zapata,Public,Bad,Brown,Blond,Male,Yes,9,"2009, April",Earth-616,Marvel
12882,John Price,Secret,Neutral,Brown,Grey,Male,No,1,"2009, August",Earth-616,Marvel
12883,Thomas Shepherd,Secret,Good,Green,White,Male,Yes,59,"2006, March",Earth-616,Marvel
12884,Victor Sternwood,Secret,Bad,Brown,Black,Male,Yes,5,"1992, August",Earth-616,Marvel
12885,Radium,Secret,Bad,Black,No,Unknown,Yes,1,"1979, October",Earth-616,Marvel
12886,Howler,Public,Good,Blue,Grey,Male,Yes,11,"1998, April",New Earth,DC
12887,Pixie,Secret,Good,Blue,Red,Female,Yes,18,"2000, March",Earth-616,Marvel
12888,Flodo Span,Public,Good,Blue,Red,Male,No,9,"1987, October",New Earth,DC
12889,Irani Rael,Secret,Good,Green,Grey,Female,Yes,17,"2008, December",Earth-616,Marvel
12890,Nigel Frobisher,Public,Neutral,Blue,Blond,Male,No,16,"1988, October",Earth-616,Marvel
12891,Harmony,Secret,Good,Black,No,Female,Yes,3,"2001, August",Earth-616,Marvel
12892,Molly Hayes,Secret,Good,Green,Brown,Female,Yes,90,"2003, July",Earth-616,Marvel
12893,Pestilence,Secret,Bad,Red,Bald,Male,No,1,"2013, June",Earth-616,Marvel
12894,Ray Carter,Secret,Bad,Yellow,Blond,Male,Yes,3,"1986, December",Earth-616,Marvel
12895,Howie Bridger,Secret,Bad,Brown,White,Male,Yes,1,"1987, January",Earth-616,Marvel
12896,Yo-Yo,Secret,Bad,Blue,Blond,Female,Yes,1,"2011, July",New Earth,DC
12897,Paul,Public,Good,Brown,Grey,Male,Yes,1,"1963, August",Earth-616,Marvel
12898,Wallace Worthington,Secret,Good,Blue,Brown,Male,No,2,"2000, February",Earth-616,Marvel
12899,Khoon,Secret,Bad,Black,No,Male,Yes,2,"1992, July",Earth-616,Marvel
12900,Rafi,Secret,Bad,Black,Black,Male,Yes,1,"1989, November",Earth-616,Marvel
12901,Andre Blanc-Dumont,Public,Good,Green,Brown,Male,No,21,"1988, March",New Earth,DC
12902,Barnabus,Secret,Good,Black,Brown,Male,No,1,"2006, May",New Earth,DC
12903,Skeets,Public,Good,Black,Red,Male,Yes,122,"1986, February",New Earth,DC
12904,Vern,Public,Bad,White,Red,Male,Yes,2,"2008, June",Earth-616,Marvel
12905,Karl Morgenthau,Secret,Bad,Brown,Brown,Male,Yes,29,"1985, December",Earth-616,Marvel
12906,Pauline Shimizu,Public,Good,Blue,Grey,Female,Yes,3,"2002, December",Earth-616,Marvel
12907,Calamari,Secret,Bad,Black,Red,Male,Yes,4,"1992, February",New Earth,DC
12908,George Chesterford,Public,Bad,Blue,Brown,Male,Yes,1,"1992, August",Earth-616,Marvel
12909,Carol Rayne,Secret,Good,Blue,Blond,Female,No,1,"1989, June",Earth-616,Marvel
12910,Alberich,Non-dual,Bad,Blue,Black,Unknown,Yes,5,"1980, April",Earth-616,Marvel
12911,Noble Kale,Secret,Good,Brown,No,Male,Yes,13,"1990, May",Earth-616,Marvel
12912,Compound,Secret,Good,Green,No,Male,No,1,"2001, August",Earth-616,Marvel
12913,Henry Adams,Public,Neutral,White,Brown,Male,Yes,1,"1996, December",Earth-616,Marvel
12914,Darick Gallhager,Secret,Neutral,Brown,Black,Male,Yes,2,"2003, April",Earth-616,Marvel
12915,Cary St. Lawrence,Public,Good,Brown,Black,Female,Yes,9,"1996, October",Earth-616,Marvel
12916,Kevin Marlow,Secret,Bad,Blue,Blond,Male,Yes,52,"1941, October",Earth-616,Marvel
12917,Dargin Bokk,Secret,Bad,Red,Black,Male,Yes,9,"1992, October",Earth-616,Marvel
12918,Ginger Jaye,Public,Good,Blue,Red,Female,Yes,27,"1976, September",Earth-616,Marvel
12919,Walter Charles,Secret,Good,Hazel,Brown,Male,Yes,42,"1990, April",Earth-616,Marvel
12920,Hector Orozeo,Public,Bad,Multiple,Grey,Male,No,1,"1998, September",Earth-616,Marvel
12921,Blackwing,Public,Bad,Orange,White,Female,Yes,4,"2000, January",Earth-616,Marvel
12922,Edgar Elliot,Secret,Bad,Blue,Black,Male,Yes,1,"1947, March",Earth-616,Marvel
12923,Mark Desmond,Public,Bad,Hazel,Brown,Male,No,36,"1965, November",New Earth,DC
12924,Black Knight,Secret,Bad,Brown,Black,Female,Yes,11,"2011, September",Earth-616,Marvel
12925,Gloria Garsen,Public,Good,Brown,Blond,Female,Yes,4,"1988, December",Earth-616,Marvel
12926,Harold Kane,Public,Bad,Blue,Brown,Male,Yes,5,"1964, July",Earth-616,Marvel
12927,Obax Majid,Known to Authorities,Neutral,Brown,Black,Female,Yes,13,"1993, September",Earth-616,Marvel
12928,Rene Claire,Non-dual,Bad,Blue,Blond,Male,Yes,1,"1944, October",Earth-616,Marvel
12929,Cylvia Anita Cyber,Secret,Bad,Brown,Black,Female,Yes,10,"2002, February",New Earth,DC
12930,Sarah Ryall,Public,Bad,Blue,Blond,Female,Yes,40,"1992, December",Earth-616,Marvel
12931,FAUST,Secret,Good,Brown,Blond,Unknown,Yes,4,"1974, February",Earth-616,Marvel
12932,Robert Henry Queen,Public,Good,Green,Blond,Male,No,5,1995,New Earth,DC
12933,Philoctetes,Public,Good,Brown,Brown,Male,Yes,2,"1979, November",Earth-616,Marvel
